f127.0.0.1:1111,127.0.0.1:2222	1171	-1	17	0
f127.0.0.1:1111,127.0.0.1:2222	1173	2	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	1173	3	19	0	3
f127.0.0.1:1111,127.0.0.1:2222	1173	4	20	0	3
f127.0.0.1:1111,127.0.0.1:2222	1178	3
f127.0.0.1:2222,127.0.0.1:1111	1178	2
f127.0.0.1:2222,127.0.0.1:1111	1178	3	0	16	4
f127.0.0.1:1111,127.0.0.1:2222	1178	4	21	0	3
f127.0.0.1:1111,127.0.0.1:2222	1183	3
f127.0.0.1:2222,127.0.0.1:1111	1183	4	0	16	4
f127.0.0.1:1111,127.0.0.1:2222	1185	3
f127.0.0.1:2222,127.0.0.1:1111	1185	2
f127.0.0.1:2222,127.0.0.1:1111	1186	3	0	16	4
f127.0.0.1:1111,127.0.0.1:2222	1190	2
f127.0.0.1:2222,127.0.0.1:1111	1191	3	0	16	4
f127.0.0.1:2222,127.0.0.1:1111	1197	2
f127.0.0.1:2222,127.0.0.1:1111	1197	1
f127.0.0.1:2222,127.0.0.1:1111	1208	0
f127.0.0.1:1111,127.0.0.1:2222	2178	1	17	0	3
f127.0.0.1:1111,127.0.0.1:2222	2183	0
f127.0.0.1:2222,127.0.0.1:1111	2183	1	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	2183	0
f127.0.0.1:2222,127.0.0.1:1111	2183	-1	0	17
f127.0.0.1:1111,127.0.0.1:2222	3179	1	17	0	3
f127.0.0.1:1111,127.0.0.1:2222	3184	0
f127.0.0.1:2222,127.0.0.1:1111	3184	1	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	3191	0
f127.0.0.1:1111,127.0.0.1:2222	3191	1	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	3191	2	19	0	3
f127.0.0.1:1111,127.0.0.1:2222	3195	1
f127.0.0.1:2222,127.0.0.1:1111	3196	2	0	18	4
f127.0.0.1:1111,127.0.0.1:2222	3199	1
f127.0.0.1:2222,127.0.0.1:1111	3199	2	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	3201	1
f127.0.0.1:1111,127.0.0.1:2222	3201	2	20	0	3
f127.0.0.1:1111,127.0.0.1:2222	3206	1
f127.0.0.1:2222,127.0.0.1:1111	3206	2	0	20	4
f127.0.0.1:2222,127.0.0.1:1111	3211	1
f127.0.0.1:1111,127.0.0.1:2222	3211	2	21	0	3
f127.0.0.1:1111,127.0.0.1:2222	3211	3	22	0	3
f127.0.0.1:1111,127.0.0.1:2222	3211	2
f127.0.0.1:1111,127.0.0.1:2222	3211	-1	22	0
f127.0.0.1:1111,127.0.0.1:2222	3215	1
f127.0.0.1:2222,127.0.0.1:1111	3216	2	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	3218	1
f127.0.0.1:1111,127.0.0.1:2222	3218	2	23	0	3
f127.0.0.1:1111,127.0.0.1:2222	3223	1
f127.0.0.1:2222,127.0.0.1:1111	3224	2	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	3231	1
f127.0.0.1:1111,127.0.0.1:2222	3231	2	24	0	3
f127.0.0.1:1111,127.0.0.1:2222	3238	1
f127.0.0.1:2222,127.0.0.1:1111	3238	0
f127.0.0.1:2222,127.0.0.1:1111	3238	1	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	3238	0
f127.0.0.1:2222,127.0.0.1:1111	3238	-1	0	21
f127.0.0.1:1111,127.0.0.1:2222	4231	1	22	0	3
f127.0.0.1:1111,127.0.0.1:2222	4235	0
f127.0.0.1:2222,127.0.0.1:1111	4235	1	0	22	4
f127.0.0.1:2222,127.0.0.1:1111	4241	0
f127.0.0.1:1111,127.0.0.1:2222	4241	1	23	0	3
f127.0.0.1:1111,127.0.0.1:2222	4241	2	24	0	3
f127.0.0.1:1111,127.0.0.1:2222	4246	1
f127.0.0.1:2222,127.0.0.1:1111	4246	2	0	23	4
f127.0.0.1:1111,127.0.0.1:2222	4250	1
f127.0.0.1:2222,127.0.0.1:1111	4250	2	0	24	4
f127.0.0.1:2222,127.0.0.1:1111	4253	1
f127.0.0.1:1111,127.0.0.1:2222	4253	2	25	0	3
f127.0.0.1:1111,127.0.0.1:2222	4257	1
f127.0.0.1:2222,127.0.0.1:1111	4257	2	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	4262	1
f127.0.0.1:1111,127.0.0.1:2222	4262	2	26	0	3
f127.0.0.1:1111,127.0.0.1:2222	4262	3	27	0	3
f127.0.0.1:1111,127.0.0.1:2222	4266	2
f127.0.0.1:2222,127.0.0.1:1111	4267	3	0	26	4
f127.0.0.1:2222,127.0.0.1:1111	4269	2
f127.0.0.1:1111,127.0.0.1:2222	4269	3	28	0	3
f127.0.0.1:1111,127.0.0.1:2222	4270	2
f127.0.0.1:2222,127.0.0.1:1111	4270	3	0	27	4
f127.0.0.1:1111,127.0.0.1:2222	4278	2
f127.0.0.1:2222,127.0.0.1:1111	4278	1
f127.0.0.1:2222,127.0.0.1:1111	4278	2	0	28	4
f127.0.0.1:1111,127.0.0.1:2222	4278	3	29	0	3
f127.0.0.1:2222,127.0.0.1:1111	4282	2
f127.0.0.1:1111,127.0.0.1:2222	4282	3	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	4282	4	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	4283	3
f127.0.0.1:2222,127.0.0.1:1111	4283	4	0	29	4
f127.0.0.1:2222,127.0.0.1:1111	4290	3
f127.0.0.1:1111,127.0.0.1:2222	4290	4	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	4290	3
f127.0.0.1:2222,127.0.0.1:1111	4290	4	0	30	4
f127.0.0.1:1111,127.0.0.1:2222	4294	3
f127.0.0.1:2222,127.0.0.1:1111	4294	4	0	31	4
f127.0.0.1:2222,127.0.0.1:1111	4294	3
f127.0.0.1:2222,127.0.0.1:1111	4294	-1	0	31
f127.0.0.1:2222,127.0.0.1:1111	4295	2
f127.0.0.1:1111,127.0.0.1:2222	4295	3	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	4302	2
f127.0.0.1:2222,127.0.0.1:1111	4302	1
f127.0.0.1:2222,127.0.0.1:1111	4302	2	0	32	4
f127.0.0.1:1111,127.0.0.1:2222	4302	3	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	4304	2
f127.0.0.1:2222,127.0.0.1:1111	4304	3	0	33	4
f127.0.0.1:1111,127.0.0.1:2222	4315	2
f127.0.0.1:2222,127.0.0.1:1111	4315	1
f127.0.0.1:2222,127.0.0.1:1111	4315	2	0	34	4
f127.0.0.1:2222,127.0.0.1:1111	4315	1
f127.0.0.1:1111,127.0.0.1:2222	4315	2	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	4315	3	36	0	3
f127.0.0.1:1111,127.0.0.1:2222	4316	4	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	4316	5	38	0	3
f127.0.0.1:1111,127.0.0.1:2222	4321	4
f127.0.0.1:2222,127.0.0.1:1111	4321	5	0	35	4
f127.0.0.1:1111,127.0.0.1:2222	4331	4
f127.0.0.1:1111,127.0.0.1:2222	4331	3
f127.0.0.1:2222,127.0.0.1:1111	4331	2
f127.0.0.1:2222,127.0.0.1:1111	4331	3	0	36	4
f127.0.0.1:2222,127.0.0.1:1111	4331	4	0	37	4
f127.0.0.1:1111,127.0.0.1:2222	4331	3
f127.0.0.1:2222,127.0.0.1:1111	4331	4	0	38	4
f127.0.0.1:1111,127.0.0.1:2222	4332	5	39	0	3
f127.0.0.1:2222,127.0.0.1:1111	4333	4
f127.0.0.1:1111,127.0.0.1:2222	4333	5	40	0	3
f127.0.0.1:1111,127.0.0.1:2222	4336	4
f127.0.0.1:2222,127.0.0.1:1111	4336	5	0	39	4
f127.0.0.1:1111,127.0.0.1:2222	4343	4
f127.0.0.1:2222,127.0.0.1:1111	4343	3
f127.0.0.1:2222,127.0.0.1:1111	4343	4	0	40	4
f127.0.0.1:1111,127.0.0.1:2222	4343	5	41	0	3
f127.0.0.1:1111,127.0.0.1:2222	4351	4
f127.0.0.1:2222,127.0.0.1:1111	4351	3
f127.0.0.1:2222,127.0.0.1:1111	4353	4	0	41	4
f127.0.0.1:2222,127.0.0.1:1111	4354	3
f127.0.0.1:1111,127.0.0.1:2222	4354	4	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	4354	5	43	0	3
f127.0.0.1:1111,127.0.0.1:2222	4354	6	44	0	3
f127.0.0.1:1111,127.0.0.1:2222	4359	5
f127.0.0.1:2222,127.0.0.1:1111	4359	4
f127.0.0.1:2222,127.0.0.1:1111	4359	5	0	42	4
f127.0.0.1:1111,127.0.0.1:2222	4360	6	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	4362	5
f127.0.0.1:2222,127.0.0.1:1111	4363	6	0	43	4
f127.0.0.1:2222,127.0.0.1:1111	4363	5
f127.0.0.1:2222,127.0.0.1:1111	4363	-1	0	43
f127.0.0.1:1111,127.0.0.1:2222	4366	4
f127.0.0.1:2222,127.0.0.1:1111	4366	3
f127.0.0.1:2222,127.0.0.1:1111	4366	4	0	44	4
f127.0.0.1:1111,127.0.0.1:2222	4366	5	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	4372	4
f127.0.0.1:2222,127.0.0.1:1111	4372	5	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	4372	4
f127.0.0.1:2222,127.0.0.1:1111	4372	-1	0	45
f127.0.0.1:1111,127.0.0.1:2222	4382	3
f127.0.0.1:2222,127.0.0.1:1111	4383	2
f127.0.0.1:2222,127.0.0.1:1111	4383	1
f127.0.0.1:2222,127.0.0.1:1111	4383	0
f127.0.0.1:2222,127.0.0.1:1111	4383	1	0	46	4
f127.0.0.1:2222,127.0.0.1:1111	4383	0
f127.0.0.1:2222,127.0.0.1:1111	4383	-1	0	46
f127.0.0.1:1111,127.0.0.1:2222	4383	1	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	4383	2	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	4383	3	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	4384	4	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	4384	5	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	4394	4
f127.0.0.1:1111,127.0.0.1:2222	4394	3
f127.0.0.1:2222,127.0.0.1:1111	4394	4	0	47	4
f127.0.0.1:2222,127.0.0.1:1111	4394	5	0	48	4
f127.0.0.1:1111,127.0.0.1:2222	4398	4
f127.0.0.1:2222,127.0.0.1:1111	4399	5	0	49	4
f127.0.0.1:1111,127.0.0.1:2222	4399	4
f127.0.0.1:2222,127.0.0.1:1111	4400	3
f127.0.0.1:2222,127.0.0.1:1111	4400	4	0	50	4
f127.0.0.1:1111,127.0.0.1:2222	4400	5	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	4400	4
f127.0.0.1:1111,127.0.0.1:2222	4400	-1	52	0
f127.0.0.1:1111,127.0.0.1:2222	4400	5	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	4400	4
f127.0.0.1:1111,127.0.0.1:2222	4400	-1	53	0
f127.0.0.1:1111,127.0.0.1:2222	4403	5	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	4404	4
f127.0.0.1:2222,127.0.0.1:1111	4404	5	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	4410	4
f127.0.0.1:1111,127.0.0.1:2222	4410	5	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	4411	4
f127.0.0.1:2222,127.0.0.1:1111	4411	5	0	51	4
f127.0.0.1:1111,127.0.0.1:2222	4419	4
f127.0.0.1:2222,127.0.0.1:1111	4419	3
f127.0.0.1:2222,127.0.0.1:1111	4419	2
f127.0.0.1:2222,127.0.0.1:1111	4419	3	0	51	4
f127.0.0.1:1111,127.0.0.1:2222	4419	4	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	4420	5	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	4424	4
f127.0.0.1:2222,127.0.0.1:1111	4424	5	0	51	4
f127.0.0.1:1111,127.0.0.1:2222	4430	4
f127.0.0.1:2222,127.0.0.1:1111	4430	3
f127.0.0.1:2222,127.0.0.1:1111	4431	4	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	4434	3
f127.0.0.1:1111,127.0.0.1:2222	4443	4	58	0	3
f127.0.0.1:2222,127.0.0.1:1111	4443	3
f127.0.0.1:1111,127.0.0.1:2222	4443	4	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	4447	3
f127.0.0.1:2222,127.0.0.1:1111	4447	2
f127.0.0.1:2222,127.0.0.1:1111	4447	3	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	4447	2
f127.0.0.1:2222,127.0.0.1:1111	4447	-1	0	51
f127.0.0.1:1111,127.0.0.1:2222	4455	1
f127.0.0.1:2222,127.0.0.1:1111	4455	0
f127.0.0.1:2222,127.0.0.1:1111	4455	1	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	4462	0
f127.0.0.1:1111,127.0.0.1:2222	5435	1	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	5439	0
f127.0.0.1:2222,127.0.0.1:1111	5440	1	0	52	4
f127.0.0.1:2222,127.0.0.1:1111	5446	0
f127.0.0.1:1111,127.0.0.1:2222	5446	1	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	5447	2	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	5451	1
f127.0.0.1:2222,127.0.0.1:1111	5451	2	0	53	4
f127.0.0.1:1111,127.0.0.1:2222	5455	1
f127.0.0.1:2222,127.0.0.1:1111	5455	2	0	54	4
f127.0.0.1:2222,127.0.0.1:1111	5457	1
f127.0.0.1:1111,127.0.0.1:2222	5458	2	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	5458	3	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	5462	2
f127.0.0.1:2222,127.0.0.1:1111	5462	3	0	55	4
f127.0.0.1:1111,127.0.0.1:2222	5466	2
f127.0.0.1:2222,127.0.0.1:1111	5466	1
f127.0.0.1:2222,127.0.0.1:1111	5466	2	0	56	4
f127.0.0.1:1111,127.0.0.1:2222	5467	3	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	5467	2
f127.0.0.1:1111,127.0.0.1:2222	5467	-1	57	0
f127.0.0.1:1111,127.0.0.1:2222	5467	3	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	5472	2
f127.0.0.1:2222,127.0.0.1:1111	5472	3	0	56	4
f127.0.0.1:2222,127.0.0.1:1111	5474	2
f127.0.0.1:1111,127.0.0.1:2222	5474	3	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	5479	2
f127.0.0.1:2222,127.0.0.1:1111	5479	1
f127.0.0.1:2222,127.0.0.1:1111	5480	2	0	56	4
f127.0.0.1:1111,127.0.0.1:2222	5480	3	60	0	3
f127.0.0.1:1111,127.0.0.1:2222	5489	2
f127.0.0.1:2222,127.0.0.1:1111	5489	1
f127.0.0.1:2222,127.0.0.1:1111	5489	2	0	56	4
f127.0.0.1:2222,127.0.0.1:1111	5495	1
f127.0.0.1:2222,127.0.0.1:1111	5502	0
f127.0.0.1:1111,127.0.0.1:2222	6487	1	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	6491	0
f127.0.0.1:2222,127.0.0.1:1111	6492	1	0	57	4
f127.0.0.1:2222,127.0.0.1:1111	6498	0
f127.0.0.1:1111,127.0.0.1:2222	6498	1	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	6498	2	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	6502	1
f127.0.0.1:2222,127.0.0.1:1111	6503	2	0	58	4
f127.0.0.1:1111,127.0.0.1:2222	6506	1
f127.0.0.1:2222,127.0.0.1:1111	6507	2	0	59	4
f127.0.0.1:2222,127.0.0.1:1111	6508	1
f127.0.0.1:1111,127.0.0.1:2222	6509	2	60	0	3
f127.0.0.1:1111,127.0.0.1:2222	6513	1
f127.0.0.1:2222,127.0.0.1:1111	6513	2	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	6518	1
f127.0.0.1:1111,127.0.0.1:2222	6518	2	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	6518	1
f127.0.0.1:1111,127.0.0.1:2222	6518	-1	61	0
f127.0.0.1:1111,127.0.0.1:2222	6518	2	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	6523	1
f127.0.0.1:2222,127.0.0.1:1111	6523	2	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	6525	1
f127.0.0.1:1111,127.0.0.1:2222	6525	2	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	6533	1
f127.0.0.1:2222,127.0.0.1:1111	6533	2	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	6538	1
f127.0.0.1:2222,127.0.0.1:1111	6547	0
f127.0.0.1:1111,127.0.0.1:2222	7525	1	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	7530	0
f127.0.0.1:2222,127.0.0.1:1111	7530	1	0	61	4
f127.0.0.1:2222,127.0.0.1:1111	7536	0
f127.0.0.1:1111,127.0.0.1:2222	7536	1	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	7536	2	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	7536	1
f127.0.0.1:1111,127.0.0.1:2222	7536	-1	63	0
f127.0.0.1:1111,127.0.0.1:2222	7541	0
f127.0.0.1:2222,127.0.0.1:1111	7541	1	0	62	4
f127.0.0.1:2222,127.0.0.1:1111	7548	0
f127.0.0.1:1111,127.0.0.1:2222	7548	1	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	7548	0
f127.0.0.1:1111,127.0.0.1:2222	7548	-1	64	0
f127.0.0.1:1111,127.0.0.1:2222	8549	1	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	8553	0
f127.0.0.1:2222,127.0.0.1:1111	8553	1	0	63	4
f127.0.0.1:2222,127.0.0.1:1111	8561	0
f127.0.0.1:1111,127.0.0.1:2222	8562	1	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	8562	2	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	8566	1
f127.0.0.1:2222,127.0.0.1:1111	8566	2	0	64	4
f127.0.0.1:1111,127.0.0.1:2222	8570	1
f127.0.0.1:2222,127.0.0.1:1111	8570	2	0	65	4
f127.0.0.1:2222,127.0.0.1:1111	8573	1
f127.0.0.1:1111,127.0.0.1:2222	8573	2	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	8573	1
f127.0.0.1:1111,127.0.0.1:2222	8573	-1	66	0
f127.0.0.1:2222,127.0.0.1:1111	8582	0
f127.0.0.1:1111,127.0.0.1:2222	8583	1	67	0	3
f127.0.0.1:1111,127.0.0.1:2222	8583	2	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	8591	1
f127.0.0.1:2222,127.0.0.1:1111	8591	2	0	65	4
f127.0.0.1:1111,127.0.0.1:2222	8591	1
f127.0.0.1:2222,127.0.0.1:1111	8591	2	0	65	4
f127.0.0.1:2222,127.0.0.1:1111	8597	1
f127.0.0.1:2222,127.0.0.1:1111	8603	0
f127.0.0.1:1111,127.0.0.1:2222	9583	1	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	9587	0
f127.0.0.1:2222,127.0.0.1:1111	9588	1	0	66	4
f127.0.0.1:2222,127.0.0.1:1111	9588	0
f127.0.0.1:2222,127.0.0.1:1111	9588	-1	0	66
f127.0.0.1:1111,127.0.0.1:2222	10583	1	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	10588	0
f127.0.0.1:2222,127.0.0.1:1111	10589	1	0	66	4
f127.0.0.1:2222,127.0.0.1:1111	10594	0
f127.0.0.1:1111,127.0.0.1:2222	10594	1	67	0	3
f127.0.0.1:1111,127.0.0.1:2222	10595	2	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	10599	1
f127.0.0.1:2222,127.0.0.1:1111	10599	2	0	67	4
f127.0.0.1:1111,127.0.0.1:2222	10603	1
f127.0.0.1:2222,127.0.0.1:1111	10603	2	0	68	4
f127.0.0.1:2222,127.0.0.1:1111	10605	1
f127.0.0.1:1111,127.0.0.1:2222	10605	2	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	10609	1
f127.0.0.1:2222,127.0.0.1:1111	10609	2	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	10614	1
f127.0.0.1:1111,127.0.0.1:2222	10614	2	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	10614	1
f127.0.0.1:1111,127.0.0.1:2222	10614	-1	70	0
f127.0.0.1:1111,127.0.0.1:2222	10615	2	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	10620	1
f127.0.0.1:2222,127.0.0.1:1111	10620	2	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	10621	1
f127.0.0.1:1111,127.0.0.1:2222	10621	2	72	0	3
f127.0.0.1:1111,127.0.0.1:2222	10627	1
f127.0.0.1:2222,127.0.0.1:1111	10627	2	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	10634	1
f127.0.0.1:2222,127.0.0.1:1111	10641	0
f127.0.0.1:1111,127.0.0.1:2222	11621	1	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	11621	0
f127.0.0.1:1111,127.0.0.1:2222	11621	-1	70	0
f127.0.0.1:1111,127.0.0.1:2222	12621	1	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	12626	0
f127.0.0.1:2222,127.0.0.1:1111	12626	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	12626	0
f127.0.0.1:2222,127.0.0.1:1111	12626	-1	0	70
f127.0.0.1:1111,127.0.0.1:2222	13622	1	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	13626	0
f127.0.0.1:2222,127.0.0.1:1111	13626	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	13632	0
f127.0.0.1:1111,127.0.0.1:2222	13632	1	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	13632	0
f127.0.0.1:1111,127.0.0.1:2222	13632	-1	71	0
f127.0.0.1:1111,127.0.0.1:2222	13632	1	72	0	3
f127.0.0.1:1111,127.0.0.1:2222	13637	0
f127.0.0.1:2222,127.0.0.1:1111	13637	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	13642	0
f127.0.0.1:1111,127.0.0.1:2222	14633	1	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	14637	0
f127.0.0.1:2222,127.0.0.1:1111	14637	1	0	71	4
